,name,imageUrl,area,profileUrl,office,tags,isLoggedUser,positionName,id,parentId,size
452,Jeffrey Rice,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Programs & Parterships Division Team 1,Public Health,false,Manager - Programs & Parterships Division Team 1,0f825223-0454-45e0-9f6d-9ae3af9d0091,8577ab58-a5f7-48d5-843b-d477ecfb54d7,1
453,Denise Williamson,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Programs & Parterships Division Team 2,Public Health,false,Manager - Programs & Parterships Division Team 2,9485b435-d917-4b0d-89b4-2ee0c5419873,8577ab58-a5f7-48d5-843b-d477ecfb54d7,1
454,Tammy Brennan,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Programs & Parterships Division Team 3,Public Health,false,Manager - Programs & Parterships Division Team 3,118919bb-fa67-40b1-9134-8580adea782e,8577ab58-a5f7-48d5-843b-d477ecfb54d7,1
455,Roger Moon,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Stewardship & Infection Prevention & Control,Public Health,false,Director - Stewardship & Infection Prevention & Control,9891012d-bff1-45f9-9ce5-8e0ae0b616ef,62e77a03-b29e-4c71-82e8-2176ee77ef40,1
456,Megan Young,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Stewardship & Infection Prevention & Control Team 1,Public Health,false,Manager - Stewardship & Infection Prevention & Control Team 1,ac1e687a-5941-4ab6-9353-a02fe93e47f2,9891012d-bff1-45f9-9ce5-8e0ae0b616ef,1
457,Richard Velasquez,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Stewardship & Infection Prevention & Control Team 2,Public Health,false,Manager - Stewardship & Infection Prevention & Control Team 2,76796d25-dc5b-4ed8-992b-729914bff57d,9891012d-bff1-45f9-9ce5-8e0ae0b616ef,1
458,Christina Stewart,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Stewardship & Infection Prevention & Control Team 3,Public Health,false,Manager - Stewardship & Infection Prevention & Control Team 3,1e96c53d-322a-42da-ac93-8caad329a494,9891012d-bff1-45f9-9ce5-8e0ae0b616ef,1
459,James Luna,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,STTBI Surveillance Division,Public Health,false,Director - STTBI Surveillance Division,094ddb39-a450-4711-b4ad-ba263b5506e3,6a69beab-3bcf-44a2-bcf3-400af7cb7483,1
460,Jeffrey Smith,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,STTBI Surveillance Division Team 1,Public Health,false,Manager - STTBI Surveillance Division Team 1,bd3ce838-56d3-4ece-a22a-03eedc1634e5,094ddb39-a450-4711-b4ad-ba263b5506e3,1
461,William Clark,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,STTBI Surveillance Division Team 2,Public Health,false,Manager - STTBI Surveillance Division Team 2,72d8385a-3e34-4464-859a-53cf98363085,094ddb39-a450-4711-b4ad-ba263b5506e3,1
462,Bradley Davis,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,STTBI Surveillance Division Team 3,Public Health,false,Manager - STTBI Surveillance Division Team 3,43b55568-51ef-4e37-a901-a570f2b69c49,094ddb39-a450-4711-b4ad-ba263b5506e3,1
463,Anna Bennett,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance & Epidemiology Division,Public Health,false,Director - Surveillance & Epidemiology Division,1b24c355-3c6d-411e-a798-a21387b9b874,d4b662f1-0c96-4155-8639-2d68ba1d6291,1
464,Robert Nelson,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance & Epidemiology Division Team 1,Public Health,false,Manager - Surveillance & Epidemiology Division Team 1,32d5185b-1eb2-4de9-ac94-b446f7a1b7d0,1b24c355-3c6d-411e-a798-a21387b9b874,1
465,Tricia Brown,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance & Epidemiology Division Team 2,Public Health,false,Manager - Surveillance & Epidemiology Division Team 2,7b46f034-eff3-4049-9d36-d8d8380811ed,1b24c355-3c6d-411e-a798-a21387b9b874,1
466,Kyle Rogers,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance & Epidemiology Division Team 3,Public Health,false,Manager - Surveillance & Epidemiology Division Team 3,beef039d-1f14-477e-a4dd-14a334c4c745,1b24c355-3c6d-411e-a798-a21387b9b874,1
467,Curtis Howell,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance Integration & Transformation,Public Health,false,Director - Surveillance Integration & Transformation,8f1da479-7f85-4fc1-a421-f359e511f901,62e77a03-b29e-4c71-82e8-2176ee77ef40,1
468,Ashley Hicks,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance Integration & Transformation Team 1,Public Health,false,Manager - Surveillance Integration & Transformation Team 1,ec63c076-5484-45a2-a849-452bad3e0944,8f1da479-7f85-4fc1-a421-f359e511f901,1
469,Madeline Glass,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance Integration & Transformation Team 2,Public Health,false,Manager - Surveillance Integration & Transformation Team 2,fd8c81f9-38c9-49d1-9e8a-99bd4c8d6386,8f1da479-7f85-4fc1-a421-f359e511f901,1
470,Amy Collins,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Surveillance Integration & Transformation Team 3,Public Health,false,Manager - Surveillance Integration & Transformation Team 3,9dd8f1e1-041b-4762-9fea-6de226f8b1be,8f1da479-7f85-4fc1-a421-f359e511f901,1
471,Jerry Smith,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,National Microbiology Laboratory Branch (NMLB),Public Health,false,Vice President - National Microbiology Laboratory Branch (NMLB),fb40448f-0191-4cd4-9f69-ca99b28b488c,646d2f34-88cc-4c39-9cdf-1b4b9514731c,1
472,Valerie Miller,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Scientific Operations & Response (SOR),Public Health,false,Director General - Scientific Operations & Response (SOR),0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,fb40448f-0191-4cd4-9f69-ca99b28b488c,1
473,Emily Reed,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Biorisk & Occupational Safety Servicse,Public Health,false,Director - Biorisk & Occupational Safety Servicse,e4114650-6a84-49e9-9e3f-01aecf94ed2c,0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,1
474,Kelly Reid,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Biorisk & Occupational Safety Servicse Team 1,Public Health,false,Manager - Biorisk & Occupational Safety Servicse Team 1,5a3902ee-aecc-4b44-b237-619ee645825e,e4114650-6a84-49e9-9e3f-01aecf94ed2c,1
475,Austin Cobb,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Biorisk & Occupational Safety Servicse Team 2,Public Health,false,Manager - Biorisk & Occupational Safety Servicse Team 2,25db3f4b-178d-4c55-90bd-b107cf71c543,e4114650-6a84-49e9-9e3f-01aecf94ed2c,1
476,Carol Warren,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Biorisk & Occupational Safety Servicse Team 3,Public Health,false,Manager - Biorisk & Occupational Safety Servicse Team 3,18efa06b-7604-4f6c-b7c1-92ce3f31ed2b,e4114650-6a84-49e9-9e3f-01aecf94ed2c,1
477,Timothy Blake,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Border Response,Public Health,false,Director - Border Response,70c4d58b-b471-4a3a-839e-6bf8e9932ac5,0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,1
478,Christine Kelly,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Border Response Team 1,Public Health,false,Manager - Border Response Team 1,14907471-5aad-4ba7-a764-4e242afb32b3,70c4d58b-b471-4a3a-839e-6bf8e9932ac5,1
479,Juan Banks,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Border Response Team 2,Public Health,false,Manager - Border Response Team 2,658c0982-c37a-43ac-a045-092249ad7869,70c4d58b-b471-4a3a-839e-6bf8e9932ac5,1
480,Kristy Reyes,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Border Response Team 3,Public Health,false,Manager - Border Response Team 3,66709226-bf64-4712-b874-e623af51fa78,70c4d58b-b471-4a3a-839e-6bf8e9932ac5,1
481,Kylie Cochran,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Science Refefence & Surveillance (SRS),Public Health,false,Director General - Science Refefence & Surveillance (SRS),96814376-c82c-445f-a4e6-39afe84a69bd,fb40448f-0191-4cd4-9f69-ca99b28b488c,1
482,Sarah Ramirez,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Enteric Diseases,Public Health,false,Director - Enteric Diseases,f5e40095-9793-479f-97ff-d10e0af0e520,96814376-c82c-445f-a4e6-39afe84a69bd,1
483,Emily Faulkner,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Enteric Diseases Team 1,Public Health,false,Manager - Enteric Diseases Team 1,454cf7d6-d32c-4b88-99f9-85b3682786e7,f5e40095-9793-479f-97ff-d10e0af0e520,1
484,Linda Richardson,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Enteric Diseases Team 2,Public Health,false,Manager - Enteric Diseases Team 2,ef9e041f-2070-4e3c-8d77-9cfb6b2bb6a6,f5e40095-9793-479f-97ff-d10e0af0e520,1
485,Kevin Levy,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Enteric Diseases Team 3,Public Health,false,Manager - Enteric Diseases Team 3,26a378d6-2546-4383-909c-6a7325b09a89,f5e40095-9793-479f-97ff-d10e0af0e520,1
486,Dana Rivera,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Medical & Scientific Affairs (MSA),Public Health,false,Director General - Medical & Scientific Affairs (MSA),cde1bde4-525f-4c69-b276-05b778b1ce24,fb40448f-0191-4cd4-9f69-ca99b28b488c,1
487,Brian Wright,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Genomic Surveillance Systems,Public Health,false,Director - Genomic Surveillance Systems,e7a1ec92-c36a-47de-8a0b-c14b8ca24995,cde1bde4-525f-4c69-b276-05b778b1ce24,1
488,Jerome Porter,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Genomic Surveillance Systems Team 1,Public Health,false,Manager - Genomic Surveillance Systems Team 1,e2ba7519-9789-4556-962e-c7cd161b27d8,e7a1ec92-c36a-47de-8a0b-c14b8ca24995,1
489,Dana Gill,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Genomic Surveillance Systems Team 2,Public Health,false,Manager - Genomic Surveillance Systems Team 2,de77f272-aefa-4324-b730-2ac2f8aee0aa,e7a1ec92-c36a-47de-8a0b-c14b8ca24995,1
490,Thomas Cannon,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Genomic Surveillance Systems Team 3,Public Health,false,Manager - Genomic Surveillance Systems Team 3,5004f412-9684-4716-8e87-01ce6dee51f4,e7a1ec92-c36a-47de-8a0b-c14b8ca24995,1
491,Brittney Rivera,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Health Security & Response,Public Health,false,Director - Health Security & Response,9e272d81-7d8d-4a97-b0f7-fa418c55fd13,0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,1
492,Lisa Harris,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Health Security & Response Team 1,Public Health,false,Manager - Health Security & Response Team 1,93ce737b-12e1-423a-abae-c0b7157ffc49,9e272d81-7d8d-4a97-b0f7-fa418c55fd13,1
493,Phillip Andersen,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Health Security & Response Team 2,Public Health,false,Manager - Health Security & Response Team 2,e227d8f2-c5f8-40ba-b423-a6b8159c501a,9e272d81-7d8d-4a97-b0f7-fa418c55fd13,1
494,Seth Garcia,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Health Security & Response Team 3,Public Health,false,Manager - Health Security & Response Team 3,ddb50a36-fa06-4a3f-b9e4-6d4cb71b0441,9e272d81-7d8d-4a97-b0f7-fa418c55fd13,1
495,Patrick Nguyen,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Innovation in Public Health Informatics,Public Health,false,Director - Innovation in Public Health Informatics,fcedd9f0-568d-4b23-8eee-9e809c85be1d,0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,1
496,Carolyn Green,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Innovation in Public Health Informatics Team 1,Public Health,false,Manager - Innovation in Public Health Informatics Team 1,66480f9b-c431-4bf9-9e29-bfc9b1fe4f20,fcedd9f0-568d-4b23-8eee-9e809c85be1d,1
497,Jennifer Ramirez,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Innovation in Public Health Informatics Team 2,Public Health,false,Manager - Innovation in Public Health Informatics Team 2,959f1872-9476-42f3-81b3-693bbe852190,fcedd9f0-568d-4b23-8eee-9e809c85be1d,1
498,Jeffrey Meyers,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Innovation in Public Health Informatics Team 3,Public Health,false,Manager - Innovation in Public Health Informatics Team 3,749eeae1-7bd2-4d90-9b29-4432002e6d3a,fcedd9f0-568d-4b23-8eee-9e809c85be1d,1
499,Danielle Fernandez,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Laboratory Infrastructure,Public Health,false,Director - Laboratory Infrastructure,4138daf7-0c9f-4747-b6b7-a05c6569d12a,0f7101a4-efd0-4fe8-988a-f8e2c03b1fed,1
